chunk_id,speech_id,leader,language,speech_date,speech_type,source,chunk_index,n_chunks_in_speech,relative_position,chunk_text,token_count,word_count,paragraph_indices,is_short
trump3_c006,trump3,trump,en,2017-01-20,inaugural_address,,6,17,0.375,"This American carnage stops right here and stops right now.

We are one nation, and their pain is our pain. Their dreams are our dreams, and their success will be our success.

We share one heart, one home, and one glorious destiny.

The oath of office I take today is an oath of allegiance to all Americans.

For many decades, we've enriched foreign industry at the expense of American industry, subsidized the armies of other countries while allowing for the very sad depletion of our military. We've defended other nations' borders while refusing to defend our own, and spent trillions and trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay.",136,114,17;18;19;20;21,False
trump3_c007,trump3,trump,en,2017-01-20,inaugural_address,,7,17,0.438,"We've made other countries rich while the wealth, strength, and confidence of our country has dissipated over the horizon.

One by one, the factories shuttered and left our shores, with not even a thought about the millions and millions of American workers that were left behind.

The wealth of our middle class has been ripped from their homes and then redistributed all across the world.

But that is the past, and now we are looking only to the future.",91,79,22;23;24;25,False
trump3_c008,trump3,trump,en,2017-01-20,inaugural_address,,8,17,0.5,"We assembled here today are issuing a new decree to be heard in every city, in every foreign capital, and in every hall of power.

From this day forward, a new vision will govern our land.

From this day forward, it's going to be only America first. America first.

Every decision on trade, on taxes, on immigration, on foreign affairs will be made to benefit American workers and American families.",83,70,26;27;28;29,False
trump3_c009,trump3,trump,en,2017-01-20,inaugural_address,,9,17,0.562,"We must protect our borders from the ravages of other countries making our products, stealing our companies, and destroying our jobs.

Protection will lead to great prosperity and strength.

I will fight for you with every breath in my body, and I will never, ever let you down.

America will start winning again, winning like never before.

We will bring back our jobs. We will bring back our borders. We will bring back our wealth. And we will bring back our dreams.",96,82,30;31;32;33;34,False
trump3_c010,trump3,trump,en,2017-01-20,inaugural_address,,10,17,0.625,"We will build new roads and highways and bridges and airports and tunnels and railways all across our wonderful nation.

We will get our people off of welfare and back to work, rebuilding our country with American hands and American labor.

We will follow two simple rules: buy American and hire American.

We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.",92,85,35;36;37;38,False
trump3_c011,trump3,trump,en,2017-01-20,inaugural_address,,11,17,0.688,"We do not seek to impose our way of life on anyone, but rather to let it shine as an example. We will shine for everyone to follow.

We will reinforce old alliances and form new ones and unite the civilized world against radical Islamic terrorism, which we will eradicate completely from the face of the Earth.

At the bedrock of our politics will be a total allegiance to the United States of America. And through our loyalty to our country, we will rediscover our loyalty to each other.",99,89,39;40;41,False
trump3_c012,trump3,trump,en,2017-01-20,inaugural_address,,12,17,0.75,"When you open your heart to patriotism, there is no room for prejudice.

The Bible tells us how good and pleasant it is when God's people live together in unity.

We must speak our minds openly, debate our disagreements honestly, but always pursue solidarity.

When America is united, America is totally unstoppable.

There should be no fear. We are protected, and we will always be protected.

We will be protected by the great men and women of our military and law enforcement, and most importantly, we will be protected by God.",106,91,42;43;44;45;46;47,False
trump3_c013,trump3,trump,en,2017-01-20,inaugural_address,,13,17,0.812,"Finally, we must think big and dream even bigger.

In America, we understand that a nation is only living as long as it is striving.

We will no longer accept politicians who are all talk and no action, constantly complaining but never doing anything about it.

The time for empty talk is over. Now arrives the hour of action.

Do not allow anyone to tell you that it cannot be done.",80,71,48;49;50;51;52,False
trump3_c014,trump3,trump,en,2017-01-20,inaugural_address,,14,17,0.875,"No challenge can match the heart and fight and spirit of America.

We will not fail. Our country will thrive and prosper again.

We stand at the birth of a new millennium, ready to unlock the mysteries of space, to free the Earth from the miseries of disease, and to harness the energies, industries, and technologies of tomorrow.

A new national pride will stir our souls, lift our sights, and heal our divisions.",86,73,53;54;55;56,False
trump3_c015,trump3,trump,en,2017-01-20,inaugural_address,,15,17,0.938,"It's time to remember that old wisdom our soldiers will never forget: that whether we are black or brown or white, we all bleed the same red blood of patriots.

We all enjoy the same glorious freedoms, and we all salute the same great American flag.

And whether a child is born in the urban sprawl of Detroit or the windswept plains of Nebraska, they look up at the same night sky, they fill their heart with the same dreams, and they are infused with the breath of life by the same Almighty Creator.",108,94,57;58;59,False
trump3_c016,trump3,trump,en,2017-01-20,inaugural_address,,16,17,1.0,"So to all Americans in every city near and far, small and large, from mountain to mountain, from ocean to ocean, hear these words:

You will never, never be ignored again.

Your voice, your hopes, and your dreams will define our American destiny.

And your courage and goodness and love will forever guide us along the way.

Together, we will make America strong again.

We will make America wealthy again.

We will make America proud again.

We will make America safe again.

And yes, together, we will make America great again.

Thank you. God bless you. And God bless America.

Thank you. God bless America.",129,105,60;61;62;63;64;65;66;67;68;69;70,False
